订单ID,用户ID,订单金额,下单时间,支付状态,收货地址
ORD000322,U0873,34.32,2024-01-24 10:30:16.203240648,已支付,深圳市南山区
ORD000323,U0974,182.11,2024-01-24 12:15:24.664932986,未支付,深圳市南山区
ORD000324,U0827,31.27,2024-01-24 14:00:33.126625325,已支付,北京市朝阳区
ORD000325,U0537,23.65,2024-01-24 15:45:41.588317663,已支付,上海市浦东新区
ORD000326,U0968,190.76,2024-01-24 17:30:50.050010002,已支付,北京市朝阳区
ORD000327,U0027,63.92,2024-01-24 19:15:58.511702340,已支付,深圳市南山区
ORD000328,U0355,62.59,2024-01-24 21:01:06.973394679,已取消,北京市朝阳区
ORD000329,U0534,18.25,2024-01-24 22:46:15.435087017,已支付,北京市朝阳区
ORD000330,U0967,19.87,2024-01-25 00:31:23.896779356,未支付,杭州市西湖区
ORD000331,U0740,42.65,2024-01-25 02:16:32.358471694,已支付,上海市浦东新区
ORD000332,U0815,7.91,2024-01-25 04:01:40.820164032,已支付,上海市浦东新区
ORD000333,U0204,121.62,2024-01-25 05:46:49.281856371,已支付,深圳市南山区
ORD000334,U0890,100.67,2024-01-25 07:31:57.743548709,未支付,广州市天河区
ORD000335,U0311,82.9,2024-01-25 09:17:06.205241048,已支付,北京市朝阳区
ORD000336,U0265,14.64,2024-01-25 11:02:14.666933386,已支付,上海市浦东新区
ORD000337,U0054,110.41,2024-01-25 12:47:23.128625725,已支付,广州市天河区
ORD000338,U0882,23.25,2024-01-25 14:32:31.590318063,已支付,上海市浦东新区
ORD000339,U0832,188.83,2024-01-25 16:17:40.052010402,已支付,深圳市南山区
ORD000340,U0374,40.22,2024-01-25 18:02:48.513702740,已支付,北京市朝阳区
ORD000341,U0877,59.03,2024-01-25 19:47:56.975395079,未支付,杭州市西湖区
ORD000342,U0611,102.61,2024-01-25 21:33:05.437087417,已取消,深圳市南山区
ORD000343,U0423,73.72,2024-01-25 23:18:13.898779756,未支付,深圳市南山区
ORD000344,U0595,2.21,2024-01-26 01:03:22.360472094,已支付,深圳市南山区
ORD000345,U0220,9.71,2024-01-26 02:48:30.822164433,未支付,广州市天河区
ORD000346,U0477,24.9,2024-01-26 04:33:39.283856771,已支付,深圳市南山区
ORD000347,U0520,81.96,2024-01-26 06:18:47.745549109,已支付,杭州市西湖区
ORD000348,U0363,304.75,2024-01-26 08:03:56.207241448,已支付,北京市朝阳区
ORD000349,U0923,40.18,2024-01-26 09:49:04.668933786,已支付,上海市浦东新区
ORD000350,U0453,122.88,2024-01-26 11:34:13.130626125,已支付,广州市天河区
ORD000351,U0624,107.59,2024-01-26 13:19:21.592318463,已支付,深圳市南山区
ORD000352,U0989,14.3,2024-01-26 15:04:30.054010802,已支付,上海市浦东新区
ORD000353,U0995,54.31,2024-01-26 16:49:38.515703140,已支付,深圳市南山区
ORD000354,U0253,29.91,2024-01-26 18:34:46.977395479,已支付,北京市朝阳区
ORD000355,U0929,21.76,2024-01-26 20:19:55.439087817,已支付,杭州市西湖区
ORD000356,U0736,299.33,2024-01-26 22:05:03.900780156,已支付,杭州市西湖区
ORD000357,U0213,80.0,2024-01-26 23:50:12.362472494,已支付,广州市天河区
ORD000358,U0650,23.7,2024-01-27 01:35:20.824164833,已支付,上海市浦东新区
ORD000359,U0874,30.07,2024-01-27 03:20:29.285857171,已支付,上海市浦东新区
ORD000360,U0144,62.15,2024-01-27 05:05:37.747549510,已取消,杭州市西湖区
ORD000361,U0011,79.17,2024-01-27 06:50:46.209241848,未支付,北京市朝阳区
ORD000362,U0531,7.71,2024-01-27 08:35:54.670934187,已支付,广州市天河区
ORD000363,U0448,206.66,2024-01-27 10:21:03.132626525,已支付,深圳市南山区
ORD000364,U0052,66.96,2024-01-27 12:06:11.594318864,已支付,广州市天河区
ORD000365,U0205,21.68,2024-01-27 13:51:20.056011202,已支付,杭州市西湖区
ORD000366,U0655,611.92,2024-01-27 15:36:28.517703540,已支付,深圳市南山区
ORD000367,U0554,84.42,2024-01-27 17:21:36.979395879,已支付,广州市天河区
ORD000368,U0356,256.95,2024-01-27 19:06:45.441088217,未支付,北京市朝阳区
ORD000369,U0608,189.43,2024-01-27 20:51:53.902780556,已支付,上海市浦东新区
ORD000370,U0339,410.97,2024-01-27 22:37:02.364472894,已支付,深圳市南山区
ORD000371,U0847,157.36,2024-01-28 00:22:10.826165233,已取消,广州市天河区
ORD000372,U0678,140.44,2024-01-28 02:07:19.287857571,已支付,北京市朝阳区
ORD000373,U0896,117.34,2024-01-28 03:52:27.749549910,已支付,广州市天河区
ORD000374,U0598,230.4,2024-01-28 05:37:36.211242248,已支付,深圳市南山区
ORD000375,U0817,31.1,2024-01-28 07:22:44.672934587,已支付,北京市朝阳区
ORD000376,U0333,82.73,2024-01-28 09:07:53.134626925,已支付,上海市浦东新区
ORD000377,U0596,31.52,2024-01-28 10:53:01.596319264,已支付,北京市朝阳区
ORD000378,U0817,138.62,2024-01-28 12:38:10.058011602,已支付,广州市天河区
ORD000379,U0847,40.51,2024-01-28 14:23:18.519703941,已支付,广州市天河区
ORD000380,U0199,43.64,2024-01-28 16:08:26.981396279,未支付,广州市天河区
ORD000381,U0439,8.11,2024-01-28 17:53:35.443088618,已支付,广州市天河区
ORD000382,U0150,400.63,2024-01-28 19:38:43.904780956,已支付,广州市天河区
ORD000383,U0939,15.79,2024-01-28 21:23:52.366473294,已支付,杭州市西湖区
ORD000384,U0050,83.76,2024-01-28 23:09:00.828165633,已支付,北京市朝阳区
ORD000385,U0340,100.85,2024-01-29 00:54:09.289857971,已支付,北京市朝阳区
ORD000386,U0636,223.64,2024-01-29 02:39:17.751550310,已支付,北京市朝阳区
ORD000387,U0531,33.36,2024-01-29 04:24:26.213242648,已支付,北京市朝阳区
ORD000388,U0859,14.03,2024-01-29 06:09:34.674934987,未支付,深圳市南山区
ORD000389,U0584,142.74,2024-01-29 07:54:43.136627325,已支付,广州市天河区
ORD000390,U0146,174.62,2024-01-29 09:39:51.598319664,已支付,杭州市西湖区
ORD000391,U0778,78.9,2024-01-29 11:25:00.060012002,已支付,深圳市南山区
ORD000392,U0050,57.28,2024-01-29 13:10:08.521704341,已支付,北京市朝阳区
ORD000393,U0561,52.71,2024-01-29 14:55:16.983396679,已支付,北京市朝阳区
ORD000394,U0937,18.08,2024-01-29 16:40:25.445089018,已支付,杭州市西湖区
ORD000395,U0611,5.8,2024-01-29 18:25:33.906781356,未支付,北京市朝阳区
ORD000396,U0399,286.23,2024-01-29 20:10:42.368473695,已支付,北京市朝阳区
ORD000397,U0376,55.28,2024-01-29 21:55:50.830166033,已支付,北京市朝阳区
ORD000398,U0023,124.16,2024-01-29 23:40:59.291858371,已支付,北京市朝阳区
ORD000399,U0076,38.39,2024-01-30 01:26:07.753550710,已支付,深圳市南山区
ORD000400,U0625,38.41,2024-01-30 03:11:16.215243048,已支付,深圳市南山区
ORD000401,U0283,34.27,2024-01-30 04:56:24.676935387,已支付,深圳市南山区
ORD000402,U0006,44.88,2024-01-30 06:41:33.138627725,已支付,北京市朝阳区
ORD000403,U0280,168.6,2024-01-30 08:26:41.600320064,已支付,上海市浦东新区
ORD000404,U0598,62.39,2024-01-30 10:11:50.062012402,未支付,深圳市南山区
ORD000405,U0393,293.37,2024-01-30 11:56:58.523704741,已支付,广州市天河区
ORD000406,U0970,17.58,2024-01-30 13:42:06.985397079,未支付,广州市天河区
ORD000407,U0446,45.75,2024-01-30 15:27:15.447089418,已支付,上海市浦东新区
ORD000408,U0835,51.79,2024-01-30 17:12:23.908781756,已支付,杭州市西湖区
ORD000409,U0070,113.24,2024-01-30 18:57:32.370474095,已支付,广州市天河区
ORD000410,U0474,27.11,2024-01-30 20:42:40.832166433,已支付,杭州市西湖区
ORD000411,U0334,172.93,2024-01-30 22:27:49.293858772,已支付,广州市天河区
ORD000412,U0484,103.14,2024-01-31 00:12:57.755551110,已取消,上海市浦东新区
ORD000413,U0810,270.48,2024-01-31 01:58:06.217243448,未支付,深圳市南山区
ORD000414,U0828,32.88,2024-01-31 03:43:14.678935787,已支付,杭州市西湖区
ORD000415,U0851,10.35,2024-01-31 05:28:23.140628125,已支付,杭州市西湖区
ORD000416,U0176,143.32,2024-01-31 07:13:31.602320464,已支付,上海市浦东新区
ORD000417,U0952,162.94,2024-01-31 08:58:40.064012802,已支付,杭州市西湖区
ORD000418,U0231,5.38,2024-01-31 10:43:48.525705141,已支付,广州市天河区
ORD000419,U0087,96.15,2024-01-31 12:28:56.987397479,已支付,深圳市南山区
ORD000420,U0389,74.55,2024-01-31 14:14:05.449089818,已支付,北京市朝阳区
ORD000421,U0620,31.7,2024-01-31 15:59:13.910782156,未支付,上海市浦东新区
ORD000422,U0719,258.85,2024-01-31 17:44:22.372474495,已支付,杭州市西湖区
ORD000423,U0734,35.76,2024-01-31 19:29:30.834166833,未支付,杭州市西湖区
ORD000424,U0737,299.64,2024-01-31 21:14:39.295859172,未支付,杭州市西湖区
ORD000425,U0182,139.55,2024-01-31 22:59:47.757551510,已支付,杭州市西湖区
ORD000426,U0422,111.83,2024-02-01 00:44:56.219243849,未支付,上海市浦东新区
ORD000427,U0659,88.84,2024-02-01 02:30:04.680936187,已支付,广州市天河区
ORD000428,U0453,113.61,2024-02-01 04:15:13.142628525,已支付,广州市天河区
ORD000429,U0201,30.13,2024-02-01 06:00:21.604320864,已支付,深圳市南山区
ORD000430,U0583,16.51,2024-02-01 07:45:30.066013202,已支付,深圳市南山区
ORD000431,U0024,298.96,2024-02-01 09:30:38.527705541,已支付,北京市朝阳区
ORD000432,U0873,30.95,2024-02-01 11:15:46.989397879,已支付,广州市天河区
ORD000433,U0502,44.16,2024-02-01 13:00:55.451090218,已支付,上海市浦东新区
ORD000434,U0336,14.28,2024-02-01 14:46:03.912782556,已支付,广州市天河区
ORD000435,U0997,101.32,2024-02-01 16:31:12.374474895,已支付,广州市天河区
ORD000436,U0650,18.89,2024-02-01 18:16:20.836167233,已支付,深圳市南山区
ORD000437,U0469,82.66,2024-02-01 20:01:29.297859572,未支付,杭州市西湖区
ORD000438,U0149,39.51,2024-02-01 21:46:37.759551910,已支付,杭州市西湖区
ORD000439,U0911,68.83,2024-02-01 23:31:46.221244249,已支付,广州市天河区
ORD000440,U0576,295.86,2024-02-02 01:16:54.682936587,未支付,广州市天河区
ORD000441,U0141,17.58,2024-02-02 03:02:03.144628926,已支付,广州市天河区
ORD000442,U0754,32.58,2024-02-02 04:47:11.606321264,未支付,广州市天河区
ORD000443,U0247,25.29,2024-02-02 06:32:20.068013603,已支付,深圳市南山区
ORD000444,U0071,89.52,2024-02-02 08:17:28.529705941,已支付,广州市天河区
ORD000445,U0936,82.57,2024-02-02 10:02:36.991398279,已支付,广州市天河区
ORD000446,U0392,43.98,2024-02-02 11:47:45.453090618,已支付,北京市朝阳区
ORD000447,U0248,176.63,2024-02-02 13:32:53.914782956,已支付,北京市朝阳区
ORD000448,U0105,56.13,2024-02-02 15:18:02.376475295,已支付,广州市天河区
ORD000449,U0934,29.66,2024-02-02 17:03:10.838167633,已支付,杭州市西湖区
ORD000450,U0052,204.27,2024-02-02 18:48:19.299859972,已支付,上海市浦东新区
ORD000451,U0258,43.01,2024-02-02 20:33:27.761552310,已支付,北京市朝阳区
ORD000452,U0485,46.15,2024-02-02 22:18:36.223244649,未支付,广州市天河区
ORD000453,U0406,50.13,2024-02-03 00:03:44.684936987,已支付,北京市朝阳区
ORD000454,U0631,68.32,2024-02-03 01:48:53.146629326,已取消,广州市天河区
ORD000455,U0886,178.93,2024-02-03 03:34:01.608321664,已支付,杭州市西湖区
ORD000456,U0004,133.25,2024-02-03 05:19:10.070014003,已支付,杭州市西湖区
ORD000457,U0564,101.59,2024-02-03 07:04:18.531706341,已支付,北京市朝阳区
ORD000458,U0367,20.72,2024-02-03 08:49:26.993398680,已支付,上海市浦东新区
ORD000459,U0007,53.33,2024-02-03 10:34:35.455091018,已支付,上海市浦东新区
ORD000460,U0001,47.43,2024-02-03 12:19:43.916783356,已支付,上海市浦东新区
ORD000461,U0339,95.62,2024-02-03 14:04:52.378475695,已支付,上海市浦东新区
ORD000462,U0698,44.98,2024-02-03 15:50:00.840168033,已支付,深圳市南山区
ORD000463,U0702,229.93,2024-02-03 17:35:09.301860372,已支付,广州市天河区
ORD000464,U0350,104.06,2024-02-03 19:20:17.763552710,已支付,杭州市西湖区
ORD000465,U0626,98.54,2024-02-03 21:05:26.225245049,已支付,上海市浦东新区
ORD000466,U0706,20.54,2024-02-03 22:50:34.686937387,未支付,深圳市南山区
ORD000467,U0055,26.64,2024-02-04 00:35:43.148629726,已支付,广州市天河区
ORD000468,U0629,32.3,2024-02-04 02:20:51.610322064,已支付,深圳市南山区
ORD000469,U0781,55.06,2024-02-04 04:06:00.072014403,已支付,北京市朝阳区
ORD000470,U0796,179.67,2024-02-04 05:51:08.533706741,未支付,北京市朝阳区
ORD000471,U0270,25.51,2024-02-04 07:36:16.995399080,未支付,上海市浦东新区
ORD000472,U0899,10.79,2024-02-04 09:21:25.457091418,已支付,北京市朝阳区
ORD000473,U0272,228.95,2024-02-04 11:06:33.918783757,已支付,广州市天河区
ORD000474,U0857,34.43,2024-02-04 12:51:42.380476095,已取消,上海市浦东新区
ORD000475,U0430,51.24,2024-02-04 14:36:50.842168433,已支付,深圳市南山区
ORD000476,U0879,149.55,2024-02-04 16:21:59.303860772,已支付,杭州市西湖区
ORD000477,U0377,176.12,2024-02-04 18:07:07.765553110,已支付,杭州市西湖区
ORD000478,U0387,21.92,2024-02-04 19:52:16.227245449,已支付,杭州市西湖区
ORD000479,U0610,71.41,2024-02-04 21:37:24.688937787,已支付,广州市天河区
ORD000480,U0387,219.92,2024-02-04 23:22:33.150630126,已支付,上海市浦东新区
ORD000481,U0169,56.97,2024-02-05 01:07:41.612322464,已支付,北京市朝阳区
ORD000482,U0157,165.19,2024-02-05 02:52:50.074014803,已支付,上海市浦东新区
ORD000483,U0424,64.43,2024-02-05 04:37:58.535707141,已支付,深圳市南山区
ORD000484,U0787,164.28,2024-02-05 06:23:06.997399480,未支付,杭州市西湖区
ORD000485,U0660,206.72,2024-02-05 08:08:15.459091818,已支付,上海市浦东新区
ORD000486,U0277,309.42,2024-02-05 09:53:23.920784157,已支付,上海市浦东新区
ORD000487,U0148,87.72,2024-02-05 11:38:32.382476495,已支付,北京市朝阳区
ORD000488,U0860,36.9,2024-02-05 13:23:40.844168834,未支付,深圳市南山区
ORD000489,U0815,71.88,2024-02-05 15:08:49.305861172,已支付,杭州市西湖区
ORD000490,U0091,76.14,2024-02-05 16:53:57.767553510,已支付,北京市朝阳区
ORD000491,U0556,55.22,2024-02-05 18:39:06.229245849,已支付,杭州市西湖区
ORD000492,U0750,113.99,2024-02-05 20:24:14.690938187,未支付,北京市朝阳区
ORD000493,U0114,96.23,2024-02-05 22:09:23.152630526,已取消,北京市朝阳区
ORD000494,U0601,72.49,2024-02-05 23:54:31.614322864,未支付,杭州市西湖区
ORD000495,U0002,493.22,2024-02-06 01:39:40.076015203,已支付,深圳市南山区
ORD000496,U0501,24.21,2024-02-06 03:24:48.537707541,已支付,广州市天河区
ORD000497,U0171,78.82,2024-02-06 05:09:56.999399880,已支付,广州市天河区
ORD000498,U0441,55.13,2024-02-06 06:55:05.461092218,已支付,上海市浦东新区
ORD000499,U0600,8.62,2024-02-06 08:40:13.922784557,已支付,上海市浦东新区
ORD000500,U0225,29.11,2024-02-06 10:25:22.384476895,已支付,深圳市南山区
ORD000501,U0147,13.28,2024-02-06 12:10:30.846169234,已支付,广州市天河区
ORD000502,U0602,125.93,2024-02-06 13:55:39.307861572,已支付,上海市浦东新区
ORD000503,U0448,15.53,2024-02-06 15:40:47.769553911,已支付,广州市天河区
ORD000504,U0430,13.8,2024-02-06 17:25:56.231246249,已支付,广州市天河区
ORD000505,U0681,44.47,2024-02-06 19:11:04.692938588,已支付,广州市天河区
ORD000506,U0323,38.58,2024-02-06 20:56:13.154630926,已支付,上海市浦东新区
ORD000507,U0091,36.68,2024-02-06 22:41:21.616323264,已支付,上海市浦东新区
ORD000508,U0014,18.38,2024-02-07 00:26:30.078015603,已取消,深圳市南山区
ORD000509,U0148,133.71,2024-02-07 02:11:38.539707941,已支付,北京市朝阳区
ORD000510,U0803,45.87,2024-02-07 03:56:47.001400280,已支付,上海市浦东新区
ORD000511,U0471,144.38,2024-02-07 05:41:55.463092618,已支付,杭州市西湖区
ORD000512,U0409,20.4,2024-02-07 07:27:03.924784957,未支付,北京市朝阳区
ORD000513,U0384,28.81,2024-02-07 09:12:12.386477295,已支付,广州市天河区
ORD000514,U0388,22.79,2024-02-07 10:57:20.848169634,已支付,深圳市南山区
ORD000515,U0057,53.23,2024-02-07 12:42:29.309861972,已支付,杭州市西湖区
ORD000516,U0514,27.76,2024-02-07 14:27:37.771554311,未支付,杭州市西湖区
ORD000517,U0578,160.46,2024-02-07 16:12:46.233246649,已支付,北京市朝阳区
ORD000518,U0345,5.73,2024-02-07 17:57:54.694938988,已支付,深圳市南山区
ORD000519,U0879,295.59,2024-02-07 19:43:03.156631326,已支付,北京市朝阳区
ORD000520,U0087,40.38,2024-02-07 21:28:11.618323665,已取消,上海市浦东新区
ORD000521,U0405,25.17,2024-02-07 23:13:20.080016003,未支付,广州市天河区
ORD000522,U0245,344.55,2024-02-08 00:58:28.541708341,已支付,深圳市南山区
ORD000523,U0749,49.38,2024-02-08 02:43:37.003400680,已支付,上海市浦东新区
ORD000524,U0601,40.56,2024-02-08 04:28:45.465093018,已支付,广州市天河区
ORD000525,U0859,29.45,2024-02-08 06:13:53.926785357,已支付,广州市天河区
ORD000526,U0052,41.92,2024-02-08 07:59:02.388477695,已支付,上海市浦东新区
ORD000527,U0715,88.82,2024-02-08 09:44:10.850170034,已支付,深圳市南山区
ORD000528,U0974,91.67,2024-02-08 11:29:19.311862372,已支付,杭州市西湖区
ORD000529,U0209,16.6,2024-02-08 13:14:27.773554711,已支付,北京市朝阳区
ORD000530,U0886,16.95,2024-02-08 14:59:36.235247049,已支付,深圳市南山区
ORD000531,U0143,152.63,2024-02-08 16:44:44.696939388,已支付,杭州市西湖区
ORD000532,U0942,32.21,2024-02-08 18:29:53.158631726,已支付,杭州市西湖区
ORD000533,U0627,51.52,2024-02-08 20:15:01.620324065,已支付,杭州市西湖区
ORD000534,U0799,61.66,2024-02-08 22:00:10.082016403,已支付,北京市朝阳区
ORD000535,U0574,236.89,2024-02-08 23:45:18.543708742,已支付,北京市朝阳区
ORD000536,U0546,205.02,2024-02-09 01:30:27.005401080,已支付,北京市朝阳区
ORD000537,U0804,76.84,2024-02-09 03:15:35.467093418,已支付,杭州市西湖区
ORD000538,U0633,27.8,2024-02-09 05:00:43.928785757,已支付,上海市浦东新区
ORD000539,U0104,552.56,2024-02-09 06:45:52.390478095,已支付,北京市朝阳区
ORD000540,U0044,110.03,2024-02-09 08:31:00.852170434,已支付,杭州市西湖区
ORD000541,U0703,214.23,2024-02-09 10:16:09.313862772,未支付,深圳市南山区
ORD000542,U0333,43.02,2024-02-09 12:01:17.775555111,已支付,杭州市西湖区
ORD000543,U0247,17.18,2024-02-09 13:46:26.237247449,已支付,北京市朝阳区
